职位名称,职位地址,薪资,学历经验要求,公司名称,公司信息,公司福利,详情页链接
人工智能平台Python/Torch工程师,深圳·龙岗区·坂田,25-50K,3-5年本科,华为,计算机软件不需要融资10000人以上,五险一金，年终奖，补充医疗保险，定期体检，节日福利，股票期权，餐补，员工旅游，加班补助，零食下午茶,https://www.zhipin.com/job_detail/a69ca97cb33430fa1Xxz3d-0EFQ~.html
Python web开发工程师,深圳·罗湖区·宝安南路沿线,8-13K,1-3年本科,极限网络,计算机软件未融资20-99人,加班补助，节日福利，定期体检，零食下午茶，员工旅游，年终奖，带薪年假，五险一金，股票期权,https://www.zhipin.com/job_detail/4aeecc4a07dab3301XVz0t-4FVNU.html
python,深圳·南山区·蛇口,14-22K·13薪,3-5年本科,睿服科技,计算机软件不需要融资1000-9999人,五险一金，定期体检，节日福利，带薪年假，年终奖,https://www.zhipin.com/job_detail/f20fd6639a079bfa1nVy2tu0EVJW.html
Python,深圳·宝安区·新安,15-25K·13薪,3-5年大专,木能科技,计算机软件未融资0-20人,加班补助，带薪年假，包吃，交通补助，全勤奖，零食下午茶，定期体检，员工旅游，五险一金，节日福利,https://www.zhipin.com/job_detail/2e8e90f6c4536e7d1XVy0ti1FldW.html
Python,深圳·罗湖区·万象城,14-21K,3-5年本科,中电金信,计算机软件不需要融资10000人以上,五险一金，补充医疗保险,https://www.zhipin.com/job_detail/2b99dc53d91df62c1nx_3tW0EFBR.html
python开发,深圳·福田区·新洲,16-18K,3-5年本科,博奥特,移动互联网不需要融资500-999人,节日福利，零食下午茶，带薪年假，五险一金,https://www.zhipin.com/job_detail/5d6af2ad7ab3f3781nN-2Nq4EVtZ.html
Python,深圳·宝安区·新安,18-25K·13薪,3-5年本科,木能科技,计算机软件未融资0-20人,五险一金，带薪年假，节日福利，包吃，定期体检，员工旅游，零食下午茶，全勤奖，加班补助，交通补助,https://www.zhipin.com/job_detail/e8356be01af619001XZ62di9EFVU.html
python,深圳·福田区·新洲,11-19K,3-5年本科,法本,计算机软件已上市10000人以上,年终奖，节日福利，定期体检，企业文化，加班补助，全勤奖，零食下午茶，带薪年假，员工旅游，五险一金,https://www.zhipin.com/job_detail/3d44cd63a4af04c61XZy09m_GFZW.html
Python,深圳,16-22K,3-5年本科,中软国际,计算机软件已上市10000人以上,零食下午茶，加班补助，免费班车，节日福利，年终奖，餐补，定期体检，带薪年假，员工旅游，五险一金,https://www.zhipin.com/job_detail/16a8b70b314a3a4a1nB82t25FFdZ.html
Python,深圳·福田区·会展中心,15-23K,5-10年大专,法本,计算机软件已上市10000人以上,企业文化，定期体检，带薪年假，年终奖，加班补助，五险一金，零食下午茶，节日福利，员工旅游，全勤奖,https://www.zhipin.com/job_detail/2b471fa88583c3751nZz29S8E1RU.html
Python后端主程,深圳·宝安区·新安,17-25K·13薪,3-5年本科,木能科技,计算机软件未融资0-20人,包吃，五险一金，带薪年假，员工旅游，零食下午茶，全勤奖，加班补助，节日福利，定期体检，交通补助,https://www.zhipin.com/job_detail/6042d206f2866e4a1nx72t-0FVpW.html
Python,深圳·龙岗区·坂田,13-26K·13薪,经验不限本科,中软国际,计算机软件已上市10000人以上,加班补助，定期体检，五险一金，免费班车，餐补，年终奖，员工旅游，带薪年假，节日福利，零食下午茶,https://www.zhipin.com/job_detail/fe13adbe698f5c343nd429-6GFs~.html
Python,深圳·罗湖区·万象城,12-19K,3-5年本科,法本,计算机软件已上市10000人以上,定期体检，全勤奖，加班补助，年终奖，节日福利，带薪年假，员工旅游，零食下午茶，五险一金，企业文化,https://www.zhipin.com/job_detail/18029f7361a130851XR43Ni-EltQ.html
Python,深圳·龙岗区·坂田,15-25K,3-5年本科,软通动力信息技术集团,计算机软件已上市10000人以上,补充医疗保险，包吃，全勤奖，五险一金，加班补助，零食下午茶，定期体检，交通补助，年终奖，通讯补贴，节日福利，免费班车，餐补，员工旅游，带薪年假,https://www.zhipin.com/job_detail/dc53b5685e4b81c21XZ52tu4GFdW.html
Python开发,深圳,12-24K,3-5年本科,中软国际,计算机软件已上市10000人以上,零食下午茶，餐补，定期体检，带薪年假，节日福利，加班补助，免费班车，年终奖，员工旅游，五险一金,https://www.zhipin.com/job_detail/2c3e0c09dcda85e21nB80tS7FlVV.html
Python,深圳·龙岗区·坂田,13-25K,3-5年本科,软通动力,计算机软件已上市10000人以上,免费班车，带薪年假，加班补助，交通补助，定期体检，团建活动，零食下午茶，五险一金，节日福利,https://www.zhipin.com/job_detail/d2e31b4b1e0adff61XFz2ti8F1s~.html
Python开发,深圳·龙岗区·坂田,15-30K,3-5年本科,软通动力信息技术集团,计算机软件已上市10000人以上,节日福利，员工旅游，零食下午茶，包吃，补充医疗保险，餐补，年终奖，全勤奖，交通补助，免费班车，加班补助，通讯补贴，带薪年假，五险一金，定期体检,https://www.zhipin.com/job_detail/77a88a49206c0c911XZz3Nm8GFFR.html
python开发,深圳·龙岗区·坂田,18-35K,3-5年本科,中软国际,计算机软件已上市10000人以上,带薪年假，定期体检，节日福利，加班补助，员工旅游，零食下午茶，免费班车，年终奖，餐补，五险一金,https://www.zhipin.com/job_detail/6a874ded941c2b601nFz2dy8FFpY.html
Python,深圳·龙岗区·坂田,18-35K·15薪,经验不限本科,华为,计算机软件不需要融资10000人以上,补充医疗保险，零食下午茶，餐补，加班补助，股票期权，员工旅游，定期体检，节日福利，五险一金，年终奖,https://www.zhipin.com/job_detail/2ca1bfd3a34f332d1XV52d6_FlFS.html
Python,深圳·龙岗区·坂田,15-30K·14薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,免费班车，股票期权，年终奖，加班补助，餐补，离职补偿，全勤奖，补充医疗保险，住房补贴，通讯补贴，交通补助，员工旅游，五险一金，定期体检，零食下午茶，节日福利，带薪年假,https://www.zhipin.com/job_detail/4ab21610eef9ff263nVz2dy4FVM~.html
python,深圳·龙岗区·坂田,15-30K·13薪,经验不限本科,软通动力,计算机软件已上市10000人以上,定期体检，加班补助，免费班车，节日福利，团建活动，带薪年假，零食下午茶，交通补助，五险一金,https://www.zhipin.com/job_detail/12478ee9db85a4371nR43d2_GVBY.html
python开发,深圳,15-20K,经验不限本科,软通动力信息技术集团,计算机软件已上市10000人以上,五险一金，零食下午茶，加班补助，补充医疗保险，餐补，节日福利，包吃，免费班车，定期体检，年终奖，全勤奖，通讯补贴，员工旅游，交通补助，带薪年假,https://www.zhipin.com/job_detail/12625b7a0de674e51nZ62dm-FlJS.html
Python,深圳·龙岗区·坂田,25-40K,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,定期体检，住房补贴，全勤奖，年终奖，员工旅游，带薪年假，餐补，免费班车，补充医疗保险，离职补偿，加班补助，股票期权，零食下午茶，交通补助，五险一金，通讯补贴，节日福利,https://www.zhipin.com/job_detail/adccabc34b71c6ba0XN40tu9FFs~.html
Python,深圳·龙岗区·坂田,18-35K·15薪,经验不限本科,华为,计算机软件不需要融资10000人以上,补充医疗保险，年终奖，员工旅游，加班补助，五险一金，定期体检，餐补，零食下午茶，股票期权，节日福利,https://www.zhipin.com/job_detail/d9b6b4561e3dfc291XV52du9GVZU.html
Python,深圳,18-35K,经验不限本科,软通动力,计算机软件已上市10000人以上,免费班车，团建活动，定期体检，节日福利，交通补助，五险一金，零食下午茶，加班补助，带薪年假,https://www.zhipin.com/job_detail/c45002d8f44bbd2803R42N60EVc~.html
【急招】Python开发,深圳·光明区·圳美,18-35K·13薪,3-5年本科,软通动力信息技术集团,计算机软件已上市10000人以上,员工旅游，免费班车，带薪年假，年终奖，五险一金，补充医疗保险，通讯补贴，包吃，零食下午茶，全勤奖，加班补助，餐补，节日福利，定期体检，交通补助,https://www.zhipin.com/job_detail/c9743fa1aa1f7c1e1XZ70t28E1JV.html
Python,深圳·龙岗区·坂田,15-30K·14薪,经验不限本科,华为,计算机软件不需要融资10000人以上,补充医疗保险，股票期权，餐补，员工旅游，节日福利，加班补助，年终奖，零食下午茶，定期体检，五险一金,https://www.zhipin.com/job_detail/2e658b56c1577f790X1629m0FVs~.html
Python,深圳·龙岗区·华为坂田基地,15-30K,1-3年本科,华为技术有限公司,计算机软件不需要融资10000人以上,年终奖，五险一金，股票期权，带薪年假，定期体检，住房补贴，通讯补贴，加班补助，餐补，员工旅游，全勤奖，补充医疗保险，免费班车，离职补偿，节日福利，零食下午茶，交通补助,https://www.zhipin.com/job_detail/0124bfd62da108f31XR639-5GFZV.html
python+RPA,深圳·龙岗区·坂田,13-25K,3-5年本科,软通动力,计算机软件已上市10000人以上,零食下午茶，带薪年假，免费班车，定期体检，五险一金，加班补助，交通补助，节日福利，团建活动,https://www.zhipin.com/job_detail/09f19b42bdb5314303Vz3tW6EFo~.html
Python,深圳·福田区·竹子林,20-40K·16薪,1-3年本科,华为,计算机软件不需要融资10000人以上,五险一金，股票期权，加班补助，节日福利，员工旅游，餐补，补充医疗保险，零食下午茶，定期体检，年终奖,https://www.zhipin.com/job_detail/8349e5a4d4a564b71n1y29y0ElVW.html
Python,深圳·龙岗区·坂田,15-25K·14薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,定期体检，通讯补贴，带薪年假，补充医疗保险，零食下午茶，住房补贴，全勤奖，交通补助，五险一金，股票期权，节日福利，免费班车，加班补助，餐补，员工旅游，离职补偿，年终奖,https://www.zhipin.com/job_detail/c92d3f5ccd5789bf1nZ82t69ElZS.html
Python工程师,深圳·龙岗区·坂田,15-25K,5-10年本科,软通动力,计算机软件已上市10000人以上,节日福利，团建活动，五险一金，定期体检，带薪年假，免费班车，加班补助，零食下午茶，交通补助,https://www.zhipin.com/job_detail/94eb3815b501176c1nR62Nm9EFZX.html
Python,深圳·龙岗区·坂田,15-30K·15薪,经验不限本科,华为,计算机软件不需要融资10000人以上,零食下午茶，五险一金，补充医疗保险，节日福利，股票期权，加班补助，年终奖，员工旅游，餐补，定期体检,https://www.zhipin.com/job_detail/762d48e209c2ca8b1XV43t2_EVdS.html
初级Python开发,深圳·龙岗区·坂田,12-18K,1-3年本科,软通动力,计算机软件已上市10000人以上,加班补助，带薪年假，交通补助，定期体检，五险一金，团建活动，免费班车，节日福利，零食下午茶,https://www.zhipin.com/job_detail/7348404c41649c1f1XV92N21GFtU.html
Python开发工程师,深圳·龙岗区·坂田,15-30K·15薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,通讯补贴，离职补偿，年终奖，住房补贴，交通补助，免费班车，节日福利，五险一金，全勤奖，加班补助，股票期权，补充医疗保险，带薪年假，零食下午茶，定期体检，员工旅游，餐补,https://www.zhipin.com/job_detail/a76545a91cccc80b1XR53Ny5EltQ.html
python开发工程师,深圳·龙岗区·坂田,11-22K,1-3年大专,软通动力,计算机软件已上市10000人以上,加班补助，交通补助，带薪年假，免费班车，节日福利，定期体检，团建活动，零食下午茶，五险一金,https://www.zhipin.com/job_detail/d3ee9a1fb641b5ba1n1-09i_F1FX.html
Python Developer-AI Team,上海·静安区·静安寺,12-20K·13薪,5-10年本科,亦恺,互联网未融资20-99人,五险一金，住房补贴，零食下午茶，加班补助，节日福利，通讯补贴，带薪年假，年终奖，员工旅游,https://www.zhipin.com/job_detail/00bd2ac554bf202d1nF53NS8EVVV.html
Python web开发工程师,上海,10-15K,1-3年本科,南洋万邦,计算机软件不需要融资500-999人,加班补助，定期体检，五险一金，餐补，全勤奖，年终奖，通讯补贴，节日福利，补充医疗保险，带薪年假，员工旅游，交通补助,https://www.zhipin.com/job_detail/b56236cf39fbce951nx829q1FVVY.html
python 开发 （NLP方向）,上海·杨浦区·东外滩,13-20K,3-5年大专,意仕腾教育科技,计算机服务不需要融资20-99人,免费班车，通讯补贴，餐补，员工旅游，零食下午茶，节日福利，五险一金，股票期权,https://www.zhipin.com/job_detail/a7c4272625dfea1b1XR_2tm-EVJW.html
python 资深开发工程师,上海·杨浦区·新江湾城,30-60K,3-5年本科,复鹄科技,电子/半导体/集成电路天使轮20-99人,年终奖，股票期权，餐补，补充医疗保险，五险一金，健身卡，零食下午茶，带薪年假，节日福利，定期体检，员工旅游,https://www.zhipin.com/job_detail/fbdcf48064569e5f1nF60968E1NW.html
Python,上海·浦东新区·金桥,13-26K,1-3年本科,中软国际,计算机软件已上市10000人以上,零食下午茶，餐补，定期体检，免费班车，节日福利，员工旅游，带薪年假，加班补助，五险一金，年终奖,https://www.zhipin.com/job_detail/06dc5ed742f7f32a1nx53t2-E1RX.html
python,上海·徐汇区·田林,20-40K,经验不限本科,微芒教育科技,互联网B轮100-499人,周末双休，带薪年假，年终奖，五险一金，节日福利,https://www.zhipin.com/job_detail/672ee6cf6aba5dc01nN43t26E1NW.html
Python开发,上海·浦东新区·张江,10-15K·13薪,1-3年大专,上海敏智,计算机软件未融资20-99人,节日福利，餐补，加班补助，员工旅游，全勤奖，年终奖，带薪年假，五险一金，零食下午茶,https://www.zhipin.com/job_detail/7a9b1c22c6cd4a241n160tm5FFJU.html
python,上海·浦东新区·张江,20-35K,5-10年本科,曼光信息科技,电子/半导体/集成电路A轮20-99人,住房补贴，零食下午茶，定期体检，带薪年假，股票期权，通讯补贴，员工旅游，年终奖，节日福利，交通补助，餐补，五险一金，加班补助,https://www.zhipin.com/job_detail/cc3c21edb520d5921nJ42du7E1RT.html
Python,上海,20-40K·14薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,通讯补贴，年终奖，离职补偿，全勤奖，住房补贴，节日福利，加班补助，五险一金，带薪年假，补充医疗保险，餐补，定期体检，免费班车，员工旅游，交通补助，零食下午茶，股票期权,https://www.zhipin.com/job_detail/b2d90105449f250e1nx-3d-1FVRV.html
Python,上海·杨浦区·五角场,15-20K·14薪,3-5年大专,憬芯科技,电力/热力/燃气/水利天使轮20-99人,节日福利，年终奖，五险一金,https://www.zhipin.com/job_detail/acabc0ab771a9eb01XR_3tu4GVpY.html
Python,上海·静安区·汶水路,25-50K,3-5年本科,有个机器人,其他行业C轮100-499人,年终奖，带薪年假，五险一金，节日福利，股票期权，员工旅游，补充医疗保险,https://www.zhipin.com/job_detail/00ac619830d452d31XR-2t60GVdY.html
Python,上海·青浦区·青浦城区,8-10K·13薪,经验不限大专,顺丰快递,生活服务已上市10000人以上,节日福利，餐补，员工旅游，免费班车，定期体检，五险一金，带薪年假，年终奖,https://www.zhipin.com/job_detail/8e437354ed4a21de1nx43dm4FVdW.html
python开发,上海,15-25K·13薪,3-5年大专,驿氪EZR,移动互联网B轮100-499人,带薪年假，五险一金，零食下午茶，加班补助，员工旅游，年终奖,https://www.zhipin.com/job_detail/c55b2fa1c50a7a9c1nx409-1GVZX.html
Python,上海·浦东新区·张江,6-9K,1-3年大专,帝岩,计算机软件20-99人,,https://www.zhipin.com/job_detail/6639632420c169c41XR-2968ElpZ.html
python开发,上海·浦东新区·金桥,12-24K,1-3年本科,软通动力信息技术集团,计算机软件已上市10000人以上,补充医疗保险，餐补，五险一金，定期体检，加班补助，包吃，带薪年假，交通补助，全勤奖，员工旅游，通讯补贴，零食下午茶，年终奖，免费班车，节日福利,https://www.zhipin.com/job_detail/f8c05e24187b9b3c1nB92dm1GFRY.html
Python开发,上海·静安区·火车站,20-40K·13薪,3-5年本科,南京云信达,计算机软件B轮100-499人,通讯补贴，交通补助，人才公寓，员工旅游，年终奖，定期体检，餐补，加班补助，住房补贴，股票期权，节日福利，五险一金，补充医疗保险，零食下午茶,https://www.zhipin.com/job_detail/8348c45316c55f611XV42921FlJU.html
python开发,上海·长宁区·北新泾,12-20K·13薪,经验不限本科,瞬联科技,计算机软件不需要融资1000-9999人,五险一金，带薪年假，补充医疗保险，定期体检，加班补助，节日福利，零食下午茶,https://www.zhipin.com/job_detail/753947e82341fcaf1nN_0tW9GVNX.html
Python开发,上海·闵行区·春申,6-8K,1-3年大专,泉升,其他服务业未融资20-99人,五险一金，加班补助,https://www.zhipin.com/job_detail/0c61130083db8ecd1nNz296_FlFU.html
python开发,上海·静安区·静安寺,15-30K,5-10年学历不限,上海颐景,计算机软件未融资100-499人,交通补助，五险一金，通讯补贴，年终奖，员工旅游，节日福利,https://www.zhipin.com/job_detail/7bcaec50ec1bfc651nxy39y7E1ZX.html
Python工程师,上海·嘉定区·江桥,20-40K,5-10年本科,庄前,互联网未融资100-499人,五险一金，定期体检，补充医疗保险,https://www.zhipin.com/job_detail/37118c80858a66091XV539W9EVVZ.html
python应用开发,上海·浦东新区·联洋,15-30K,3-5年本科,慧度资产,基金未融资20-99人,五险一金，年终奖，节日福利，通讯补贴，带薪年假，交通补助，零食下午茶,https://www.zhipin.com/job_detail/b242ffc3138f5b7d1nN729i4FlFX.html
python（爬虫）,上海,15-20K,3-5年大专,秋舞贸易,贸易/进出口未融资1000-9999人,餐补，节日福利，五险一金，带薪年假,https://www.zhipin.com/job_detail/f11a21de5e6a53a51n1z3t-0EVVT.html
高级Python工程师,上海·松江区·九亭,30-55K·15薪,3-5年本科,馨潮,电子商务A轮20-99人,加班补助，年终奖，包吃，零食下午茶，员工旅游，带薪年假，节日福利，五险一金，季度奖金,https://www.zhipin.com/job_detail/15b462ac6e47aa1f1XZ60tS_GVVV.html
Python（甲方，自研）,上海·浦东新区·张江,15-30K·14薪,3-5年本科,铭图天成,信息安全不需要融资100-499人,定期体检，五险一金，节日福利，年终奖，员工旅游，带薪年假，餐补，零食下午茶,https://www.zhipin.com/job_detail/ec1499b5a4005af81XVz2Ni9GFNR.html
python工程师,上海·徐汇区·徐家汇,7-12K,在校/应届本科,墨非信息,互联网未融资20-99人,五险一金，定期体检，员工旅游,https://www.zhipin.com/job_detail/ed1a30ea79a0af021nF539q8EVtT.html
Python/Odoo开发,上海·杨浦区·五角场,20-30K,5-10年本科,乾德,计算机软件未融资100-499人,五险一金，节日福利，员工旅游，带薪年假，年终奖，加班补助,https://www.zhipin.com/job_detail/121e82134215ecdc1XV83961F1JX.html
Python开发工程师,上海·杨浦区·新江湾城,200-250元/天,4天/周5个月本科,中电科三十六所,政府/公共事业不需要融资1000-9999人,五险一金，节日福利，年终奖，带薪年假，加班补助，定期体检,https://www.zhipin.com/job_detail/736b334aba960bac1XV929y4ElJQ.html
Python开发工程师,上海·浦东新区·张江,16-25K·13薪,3-5年本科,中科创达软件,计算机软件已上市1000-9999人,全勤奖，年终奖，加班补助，员工旅游，餐补，节日福利，带薪年假，五险一金，股票期权，交通补助，定期体检，住房补贴,https://www.zhipin.com/job_detail/069c65351fb290931XZ80t2-EltV.html
Python算法工程师,上海·松江区·佘山,15-30K·14薪,1年以内硕士,全澜,医疗设备/器械A轮20-99人,五险一金，年终奖，员工宿舍，带薪年假,https://www.zhipin.com/job_detail/519a6d03728fa7281XVy2N2_FFFY.html
python开发实习,上海·闵行区·华漕,250-300元/天,4天/周3个月本科,蜗牛保险,移动互联网B轮100-499人,补充医疗保险，五险一金，员工旅游，节日福利，健身房篮球场，零食下午茶，餐补，带薪年假,https://www.zhipin.com/job_detail/3d792863b0e9419d1nFz39u_EFZV.html
python工程师,上海·浦东新区·迪士尼,10-15K·14薪,经验不限本科,合胜科技,计算机软件已上市500-999人,节日福利，带薪年假，五险一金，定期体检，通讯补贴，年终奖,https://www.zhipin.com/job_detail/c665637848135aea1nN509i4FFpT.html
python开发工程师,上海·闵行区·莘庄,18-35K·15薪,5-10年本科,艾为电子,电子/半导体/集成电路已上市500-999人,福利住房，员工旅游，带薪年假，节日福利，五险一金，定期体检，年终奖，通讯补贴，补充医疗保险，零食下午茶，交通补助，餐补,https://www.zhipin.com/job_detail/0533dac2b21ab1f91nNz2dm0EVpT.html
爬虫工程师-python,上海·普陀区·长征,25-30K·13薪,3-5年本科,梭翱信息技术有限公司,电子商务不需要融资100-499人,奖金，商业保险，零食下午茶，员工旅游，股票期权，餐补，节日福利，季度拓展，周末双休，生日会，五险一金，带薪年假,https://www.zhipin.com/job_detail/7b7d80a19538ab641XZ73Ni9E1RX.html
Python开发(系统开发方向),上海·杨浦区·五角场,20-40K·14薪,经验不限本科,脉策科技,互联网B轮100-499人,年终奖，节日福利，员工旅游，人才引进落户，定期体检，补充医疗保险，带薪年假，五险一金,https://www.zhipin.com/job_detail/05b4c1c70e6d9ed11nx90927FlNV.html
Python后端工程师,上海·松江区·松江工业区,13-18K,5-10年本科,上海为而不争企业...,计算机服务A轮20-99人,,https://www.zhipin.com/job_detail/095f506abef3d32c1nF82N65FlBS.html
Python软件工程师,上海,15-20K,3-5年本科,特菲提,培训机构20-99人,,https://www.zhipin.com/job_detail/bb1fb7b9d3a1468f1nB_392_GFJW.html
python开发工程师,上海·浦东新区·洋泾,12-24K,3-5年本科,银联智策,数据服务未融资100-499人,年终奖，节日福利，带薪年假，补充医疗保险，定期体检，通讯补贴，餐补，五险一金,https://www.zhipin.com/job_detail/ad1f5723aeb4d5481nx82d60E1JY.html
python开发工程师,上海·浦东新区·张江,14-28K,1-3年本科,北京百度网讯有限公司,互联网已上市10000人以上,通讯补贴，补充医疗保险，年终奖，五险一金，团队nice，免费班车，员工旅游，股票期权，节日福利，工作氛围好，包吃，带薪年假，不打卡，交通补助，餐补，定期体检，零食下午茶,https://www.zhipin.com/job_detail/28a617f9379307f81nB_292_FlFU.html
Python开发工程师,上海·长宁区·北新泾,14-20K,1-3年本科,北京纬创,计算机软件不需要融资1000-9999人,员工旅游，带薪年假，定期体检，节日福利，五险一金，零食下午茶,https://www.zhipin.com/job_detail/4fd72e6e4fe6a7621XVz3dy1FltV.html
开发经理（python）,上海,25-40K,5-10年本科,上海爱数,计算机软件D轮及以上1000-9999人,年终奖，五险一金，补充医疗保险，餐补，免费班车，定期体检，年终绩效奖金，员工旅游，带薪年假，节日福利,https://www.zhipin.com/job_detail/39f802280b9fdc7d1XZ73tW6E1ZS.html
python工程师,上海·浦东新区·周浦,8-12K,1-3年大专,上海蓝宗,计算机软件不需要融资20-99人,交通补助，节日福利，带薪年假，股票期权，员工旅游，五险一金，加班补助,https://www.zhipin.com/job_detail/c51528a7c2d3b2f81nJ90tu-F1tR.html
Python开发工程师,上海·闵行区·交大师大,12-16K,经验不限学历不限,匠昕科技,计算机软件未融资100-499人,带薪年假，交通补助，节日福利，五险一金,https://www.zhipin.com/job_detail/2596b07b16413c201XV-3d--FlVW.html
python开发架构师,上海·浦东新区·陆家嘴,20-40K·13薪,3-5年大专,上海乐宣信息科技...,互联网未融资100-499人,节日福利，员工旅游，定期体检，带薪年假，五险一金，零食下午茶，年终奖,https://www.zhipin.com/job_detail/6195da309a50dd291XV62N6-GFdX.html
Python开发工程师,上海·浦东新区·张江,13-26K·13薪,1-3年本科,融数联智,互联网A轮20-99人,股票期权，带薪年假，加班补助，五险一金,https://www.zhipin.com/job_detail/5e752e1d8e0608dc1nd42tm0GVpQ.html
Python开发实习生,上海·闵行区·虹梅路,200-250元/天,4天/周3个月本科,奇安信集团,信息安全已上市1000-9999人,零食下午茶，节日福利，定期体检，补充医疗保险，年终奖，餐补，通讯补贴，交通补助，五险一金，带薪年假，股票期权,https://www.zhipin.com/job_detail/7ab7e1d6e1672b5d1nF439q_FFpS.html
Python高级开发工程师,上海·浦东新区·张江,20-30K,3-5年本科,效科数字科技,数据服务不需要融资20-99人,零食下午茶，员工旅游，带薪年假，五险一金，社保合规，节日福利，年终奖，定期体检，股票期权,https://www.zhipin.com/job_detail/8c3731b30dfaed3c1XR-29u1EldV.html
Python开发工程师,上海·嘉定区·嘉定镇,13-23K,经验不限大专,上海艾融软件,计算机软件已上市1000-9999人,定期体检，餐补，加班补助，五险一金,https://www.zhipin.com/job_detail/316524459f67a1ef1XR_2dy5F1tS.html
资深Python软件工程师,上海·浦东新区·张江,30-50K·14薪,5-10年本科,诺竹,医疗健康未融资0-20人,五险一金，补充公积金,https://www.zhipin.com/job_detail/b75fe41913430db91XVz2NS1FlJX.html
python开发工程师,上海·浦东新区·陆家嘴,25-50K·16薪,经验不限本科,量熙投,基金不需要融资100-499人,年终奖，补充医疗保险，五险一金，定期体检，带薪年假,https://www.zhipin.com/job_detail/a2664233d32c591e1XZ63Nq4EldZ.html
Python后端研发工程师,上海·浦东新区·陆家嘴,15-25K·13薪,3-5年本科,Each+,互联网未融资20-99人,员工旅游，节日福利，定期体检，股票期权，带薪年假，五险一金，零食下午茶，补充医疗保险，年终奖,https://www.zhipin.com/job_detail/2a8def51781878a01XR839W_EFpS.html
Python开发工程师,上海·浦东新区·金桥,15-25K,3-5年本科,微迅达,电子/半导体/集成电路100-499人,员工旅游，带薪年假，零食下午茶，全勤奖，五险一金，加班补助,https://www.zhipin.com/job_detail/ea0a9ae70b1c967e1XZ70967EVFU.html
python工程师（RPA团队）,上海·闵行区·浦江,25-40K·15薪,3-5年本科,泛微网络,计算机软件已上市1000-9999人,零食下午茶，带薪年假，交通补助，包吃，五险一金，免费班车，股票期权，员工旅游，餐补，节日福利，年终奖，定期体检，通讯补贴,https://www.zhipin.com/job_detail/f5893993af4f2fa01nx529i0E1dT.html
python工程师,上海·浦东新区·塘桥,14-17K,1-3年本科,洛济,计算机软件不需要融资20-99人,员工旅游，定期体检，五险一金，带薪年假，节日福利，年终奖,https://www.zhipin.com/job_detail/dd9bc20211d0b2881nB_3d-8F1ZX.html
Python开发工程师,上海·长宁区·新华路,12-18K,1-3年本科,洪朴信息,数据服务A轮20-99人,节日福利，带薪年假，员工旅游，年终奖，五险一金，交通补助，零食下午茶，定期体检,https://www.zhipin.com/job_detail/efd4e2d5a3b012951XR-3t67ElBT.html
Python开发工程师,上海·浦东新区·张江,13-23K·13薪,1-3年本科,四号位,计算机软件未融资20-99人,股票期权，员工旅游，加薪，带薪年假，定期体检，五险一金，零食下午茶，年终奖，节日福利,https://www.zhipin.com/job_detail/fb13e1556b2e064c1n1_39W8FFRW.html
Python开发工程师,上海·浦东新区·源深,10-15K·13薪,1-3年本科,龙韵股份,广播/影视已上市100-499人,,https://www.zhipin.com/job_detail/d694f41e897b6e001XVz3d20ElZT.html
python开发工程师,上海,15-30K,3-5年本科,上海九鞅科技有限...,计算机软件未融资20-99人,零食下午茶，节日福利，交通补助，包吃，五险一金，带薪年假，餐补,https://www.zhipin.com/job_detail/10c1d70aeed2e2e71nVy29i9GVZQ.html
python开发工程师,上海·浦东新区·金桥,21-35K·13薪,经验不限本科,润和软件,移动互联网已上市10000人以上,节日福利，五险一金，零食下午茶，带薪年假，餐补，定期体检，年终奖，股票期权，交通补助，通讯补贴，加班补助，员工旅游,https://www.zhipin.com/job_detail/e725bcb7bbee44a61nx439W7FlBZ.html
Python开发实习生,上海,250-350元/天,4天/周3个月本科,嬴彻科技,智能硬件B轮500-999人,年终奖，餐补，股票期权，通讯补贴，五险一金，定期体检，补充医疗保险，带薪年假,https://www.zhipin.com/job_detail/c244b0a2b6781ea11n1y2NS1EVZQ.html
python开发工程师,上海·徐汇区·漕河泾,16-25K·13薪,3-5年本科,上海悦米,企业服务A轮100-499人,节日福利，餐补，年终奖，零食下午茶，全勤奖，带薪年假，五险一金，交通补助,https://www.zhipin.com/job_detail/807690fb15d1e4a01n163Nq7FFFU.html
Python后端开发工程师,上海·长宁区·新华路,20-35K·15薪,3-5年本科,叽里呱啦,互联网C轮100-499人,节日福利，带薪年假，定期体检，年终奖，五险一金，零食下午茶，补充医疗保险，员工旅游，包吃，通讯补贴，餐补,https://www.zhipin.com/job_detail/3dd6ad8efd47cd221XZ62t29FVVW.html
Python后端开发工程师,上海·徐汇区·漕河泾,15-25K·14薪,3-5年本科,XYZ Robotics,机械设备/机电/重工B轮100-499人,五险一金，年终奖，通讯补贴，加班补助，带薪年假，零食下午茶，节日福利，定期体检,https://www.zhipin.com/job_detail/dad631baa0c879c01XR509q_GVRY.html
